0,1,0
0,3,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,22,0
0,23,0
0,26,0
0,28,0
0,29,0
0,31,0
0,32,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,42,3
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,53,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,62,0
0,63,1
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,70,0
0,73,0
0,74,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,83,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,102,0
0,103,0
0,105,0
0,106,0
0,107,0
0,108,0
0,109,0
0,110,0
0,112,0
0,114,0
0,115,0
0,116,0
0,117,0
0,118,0
0,119,0
0,121,0
0,122,0
0,124,0
0,126,0
0,129,0
0,130,0
0,132,0
0,133,0
0,134,0
0,135,0
0,136,0
0,137,0
0,138,0
0,139,0
0,140,0
0,141,0
0,142,0
0,143,0
0,144,0
0,145,0
0,146,0
0,147,0
0,148,0
0,149,0
0,150,0
0,151,0
0,156,0
0,157,0
0,158,0
0,159,0
0,160,0
0,161,0
0,162,0
0,163,0
0,164,0
0,165,0
0,166,0
0,168,1
0,169,0
0,171,0
0,172,0
0,173,0
0,174,0
0,175,0
0,176,0
0,178,0
0,179,0
0,181,0
0,182,0
0,183,0
0,185,0
0,186,0
0,187,0
0,188,0
1,0,0
1,1,8
1,6,0
1,7,0
1,9,0
1,11,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,23,0
1,24,0
1,26,0
1,27,0
1,29,0
1,30,0
1,31,0
1,33,0
1,34,0
1,35,0
1,36,0
1,38,0
1,39,0
1,41,0
1,43,0
1,44,0
1,45,0
1,47,0
1,48,0
1,50,0
1,51,0
1,52,0
1,54,0
1,56,0
1,57,0
1,58,0
1,59,0
1,61,0
1,63,0
1,64,0
1,65,0
1,66,0
1,68,0
1,69,0
1,71,0
1,72,0
1,73,0
1,74,0
1,75,0
1,76,0
1,77,0
1,78,0
1,81,0
1,82,0
1,83,0
1,84,0
1,85,0
1,88,0
1,89,0
1,90,0
1,93,0
1,94,0
1,95,0
1,96,0
1,98,0
1,99,0
1,100,0
1,101,0
1,102,0
1,103,0
1,104,0
1,105,0
1,107,0
1,108,0
1,110,0
1,111,0
1,112,0
1,113,0
1,115,0
1,116,0
1,117,0
1,118,0
1,119,0
1,120,0
1,121,0
1,122,0
1,123,0
1,124,0
1,125,0
1,126,0
1,128,0
1,129,0
1,130,0
1,132,0
1,134,0
1,135,0
1,136,0
1,138,0
1,139,0
1,141,0
1,143,0
1,144,0
1,145,0
1,146,0
1,148,0
1,151,0
1,152,0
1,153,0
1,155,0
1,158,0
1,160,0
1,161,0
1,162,0
1,163,0
1,164,0
1,165,0
1,166,0
1,167,0
1,168,0
1,169,0
1,170,0
1,171,0
1,172,0
1,174,0
1,175,0
1,176,0
1,178,0
1,180,0
1,182,0
1,183,0
1,184,0
1,188,0
2,0,2
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,0
2,8,0
2,9,0
2,10,0
2,11,0
2,12,0
2,13,0
2,14,0
2,16,0
2,17,0
2,18,0
2,20,0
2,21,0
2,22,0
2,23,0
2,25,0
2,26,0
2,29,0
2,30,0
2,33,0
2,37,0
2,38,0
2,39,0
2,40,0
2,42,0
2,43,0
2,44,0
2,47,0
2,48,0
2,49,0
2,51,0
2,52,0
2,53,0
2,54,0
2,55,0
2,56,0
2,57,0
2,58,0
2,59,0
2,60,0
2,61,0
2,62,0
2,63,0
2,64,0
2,66,0
2,67,0
2,69,0
2,70,0
2,71,0
2,73,0
2,74,0
2,75,0
2,78,0
2,79,0
2,80,0
2,82,0
2,83,0
2,84,0
2,86,0
2,87,0
2,89,0
2,90,0
2,91,0
2,92,0
2,93,0
2,94,0
2,96,0
2,98,0
2,99,0
2,100,0
2,101,0
2,102,0
2,104,0
2,106,0
2,107,0
2,108,0
2,109,0
2,110,0
2,112,0
2,113,0
2,114,0
2,115,0
2,116,0
2,119,0
2,122,0
2,123,0
2,124,0
2,125,0
2,126,0
2,127,0
2,128,0
2,129,0
2,130,0
2,133,0
2,134,0
2,135,0
2,136,0
2,137,0
2,138,0
2,139,0
2,141,0
2,142,0
2,143,0
2,145,0
2,146,0
2,147,2
2,149,0
2,150,0
2,152,0
2,153,0
2,154,0
2,158,0
2,159,0
2,161,0
2,162,0
2,163,0
2,164,0
2,165,0
2,167,0
2,168,3
2,169,0
2,170,0
2,171,0
2,175,0
2,178,0
2,180,0
2,181,0
2,182,0
2,183,0
2,184,0
2,185,0
2,186,0
2,188,0
3,0,0
3,1,0
3,2,3
3,4,3
3,6,0
3,7,0
3,9,0
3,11,0
3,12,0
3,16,0
3,17,0
3,18,0
3,19,0
3,20,0
3,22,0
3,24,0
3,25,0
3,26,0
3,27,0
3,30,0
3,32,0
3,33,0
3,34,0
3,35,0
3,36,0
3,37,0
3,38,0
3,39,0
3,40,0
3,41,0
3,42,0
3,43,0
3,44,0
3,47,0
3,48,0
3,51,0
3,52,0
3,53,0
3,54,0
3,55,0
3,56,0
3,57,0
3,60,0
3,61,0
3,62,0
3,63,0
3,66,0
3,69,0
3,70,0
3,71,0
3,73,0
3,74,0
3,75,0
3,77,0
3,80,0
3,81,0
3,82,0
3,83,0
3,84,0
3,87,0
3,88,0
3,89,0
3,91,0
3,93,0
3,95,0
3,96,0
3,97,0
3,98,0
3,99,0
3,101,0
3,102,0
3,103,0
3,104,0
3,105,0
3,106,0
3,109,0
3,110,0
3,111,0
3,114,0
3,116,0
3,118,0
3,119,0
3,120,0
3,121,0
3,123,0
3,124,0
3,127,0
3,128,0
3,129,0
3,130,0
3,131,0
3,132,0
3,133,0
3,136,0
3,137,0
3,138,0
3,139,0
3,141,0
3,142,0
3,143,0
3,144,0
3,145,0
3,146,0
3,147,0
3,148,0
3,152,0
3,153,0
3,154,0
3,155,0
3,159,0
3,160,0
3,161,0
3,163,0
3,164,0
3,166,0
3,168,0
3,170,0
3,171,0
3,172,0
3,173,0
3,175,0
3,176,0
3,177,0
3,178,0
3,180,0
3,182,0
3,183,0
3,184,0
3,185,0
3,187,0
3,188,0
4,0,0
4,1,0
4,2,4
4,3,0
4,4,0
4,6,0
4,8,0
4,9,0
4,10,0
4,11,0
4,13,0
4,14,0
4,15,0
4,16,0
4,17,0
4,19,0
4,20,0
4,23,0
4,25,0
4,27,0
4,28,0
4,29,0
4,31,0
4,32,0
4,34,0
4,35,0
4,36,0
4,38,0
4,40,0
4,41,0
4,42,0
4,44,0
4,45,0
4,46,0
4,47,0
4,48,0
4,49,0
4,50,0
4,51,0
4,53,0
4,54,0
4,55,0
4,58,0
4,59,0
4,60,0
4,61,0
4,62,0
4,63,0
4,66,0
4,67,0
4,68,0
4,70,0
4,72,0
4,73,0
4,74,0
4,77,0
4,78,0
4,79,0
4,80,0
4,82,0
4,84,0
4,85,0
4,86,0
4,88,0
4,89,0
4,90,0
4,91,0
4,92,0
4,93,0
4,94,0
4,95,0
4,96,0
4,98,0
4,99,0
4,101,0
4,102,0
4,103,0
4,105,0
4,106,0
4,107,0
4,108,0
4,109,0
4,110,0
4,111,0
4,112,0
4,113,0
4,114,0
4,115,0
4,116,0
4,119,0
4,120,0
4,121,0
4,122,0
4,123,0
4,124,0
4,125,0
4,126,0
4,127,0
4,128,0
4,131,0
4,132,0
4,133,0
4,134,0
4,135,0
4,136,0
4,137,0
4,138,0
4,139,0
4,141,0
4,142,0
4,143,0
4,144,0
4,148,0
4,149,0
4,151,0
4,152,0
4,155,0
4,157,0
4,158,0
4,160,0
4,162,0
4,163,0
